Incident Datetime,Incident Category,Incident Description,Latitude,Longitude
2022-04-10 21:50:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.770755230745,-122.43354716119964
2022-03-06 21:04:00,Robbery,"Robbery, Att., W/ Force",37.78899469838761,-122.42542298086832
2022-04-20 22:50:00,Robbery,"Robbery, W/ Force",37.78709954244846,-122.39579264200438
2022-03-31 11:55:00,Robbery,"Robbery, W/ Gun",37.78610103879033,-122.41808809883916
2022-06-21 04:10:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.758698271638025,-122.41796470626194
2022-03-08 14:30:00,Robbery,"Robbery, Comml. Establ., W/ Force",37.75396776877417,-122.41641349023185
2022-04-12 19:50:00,Robbery,Carjacking with Bodily Force,37.78516721373892,-122.4179014113026
2022-03-28 16:45:00,Robbery,"Robbery,  ATM, Gun",37.80748251193778,-122.41397500878728
2022-04-18 13:55:00,Robbery,"Robbery, W/ Other Weapon",37.78087837307751,-122.40571874050352
2022-05-21 15:20:00,Robbery,"Robbery, Comml. Establ., W/ Force",37.80030100677404,-122.44030960703606
2022-06-01 21:04:00,Robbery,"Robbery, W/ Gun",37.72206900262077,-122.43976464381224
2022-02-25 15:30:00,Robbery,"Robbery, W/ Gun",37.77210825726729,-122.430433919088
2022-04-04 06:00:00,Robbery,"Robbery, Residence, W/ Force",37.78589292711297,-122.41214750780264
2022-02-23 21:15:00,Robbery,"Robbery, W/ Force",37.75238228485067,-122.4286145716948
2022-04-02 22:38:00,Robbery,Carjacking with a Gun,37.78100934470351,-122.4356162661026
2021-12-31 16:40:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.73740624597639,-122.42404014973928
2022-02-04 00:00:00,Robbery,"Robbery, W/ Force",37.75683373380551,-122.40669900268831
2022-03-10 23:35:00,Robbery,"Robbery, W/ Force",37.743608582140304,-122.43768292630256
2022-04-20 10:23:00,Robbery,"Robbery, W/ Force",37.78351564008561,-122.41588253952084
2022-01-01 04:30:00,Robbery,"Robbery, W/ Gun",37.75863256660654,-122.41905260777229
2022-05-22 22:14:00,Robbery,"Robbery, W/ Force",37.75694890668612,-122.42033834189472
2022-03-07 15:30:00,Vandalism,"Vehicle, Tampering",37.72077994613941,-122.4760696708765
2022-05-03 05:00:00,Robbery,Carjacking with a Gun,37.75572983557633,-122.48517627075684
2022-09-28 01:11:00,Robbery,Carjacking with a Knife,37.78656598262375,-122.41817885492549
2022-07-03 10:28:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.79346692743875,-122.4195791248608
2022-02-28 00:37:00,Robbery,"Robbery,  ATM, Force, Att.",37.71217948507751,-122.40245948022154
2022-02-12 18:35:00,Robbery,"Shoplifting, Force against Agent",37.790247403765534,-122.4005552648304
2022-03-12 05:15:00,Robbery,"Robbery, Att., W/ Force",37.7843492684367,-122.4093091807476
2022-06-04 18:19:00,Robbery,"Shoplifting, Force against Agent",37.72694991292525,-122.47603947349434
2022-04-12 08:34:00,Robbery,"Shoplifting, Force against Agent",37.7868683661603,-122.42330825256188
2021-06-09 12:15:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.79323049132005,-122.3931813328012
2022-02-14 16:20:00,Robbery,"Robbery, W/ Force",37.75368474505065,-122.39859315175995
2020-02-09 19:00:00,Robbery,"Robbery, W/ Force",37.781863337992526,-122.41386560526722
2022-02-19 13:10:00,Robbery,"Robbery, W/ Force",37.72874525317477,-122.40953383048657
2022-05-19 13:00:00,Robbery,"Robbery, W/ Force",37.78100934470351,-122.4356162661026
2022-09-26 19:16:00,Robbery,"Robbery, Chain Store, W/ Other Weapon",37.72453317055797,-122.45921280471808
2022-06-02 23:03:00,Robbery,"Robbery, W/ Force",37.78685171458376,-122.40126150328634
2022-08-19 11:41:00,Robbery,"Robbery,  ATM, Force.",37.79210840263532,-122.40093308290577
2022-02-22 22:00:00,Robbery,Carjacking with a Gun,37.80536137643332,-122.41185846363712
2022-07-06 17:45:00,Vandalism,"Vehicle, Tampering",37.75254468277438,-122.39263938768424
2022-04-08 15:58:00,Robbery,"Robbery, Comml. Establ., W/ Gun",37.75863256660654,-122.41905260777229
2022-03-07 16:00:00,Robbery,"Robbery, W/ Force",37.71425618325752,-122.46889627430308
2022-02-21 12:18:00,Robbery,Carjacking with a Gun,37.7501183410453,-122.3904330388234
2022-02-12 00:45:00,Robbery,"Robbery, W/ Force",37.72872954740928,-122.43129384491388
2022-03-18 20:25:00,Robbery,"Robbery, W/ Gun",37.7150382180632,-122.43232340156683
2022-04-08 15:15:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.73100987038522,-122.37699954645048
2022-03-03 17:00:00,Robbery,"Robbery, Att., Street or Public Place, W/ Gun",37.74498227499275,-122.40031143818324
2022-09-26 20:55:00,Robbery,Carjacking with a Gun,37.75526822167389,-122.42143524799776
2022-05-21 11:15:00,Robbery,"Robbery, Chain Store, W/ Other Weapon",37.79900004908356,-122.44264789818902
2022-02-17 20:13:00,Robbery,"Robbery, W/ Other Weapon",37.77392150293231,-122.42745183366584
2022-07-12 07:00:00,Robbery,"Robbery, Att., Street or Public Place, W/ Other Weapon",37.7765683819308,-122.39875545059137
2022-07-02 15:18:00,Robbery,"Shoplifting, Force against Agent",37.78445272883687,-122.40849315881204
2022-04-12 22:30:00,Robbery,"Robbery, W/ Force",37.78742932998812,-122.40993054405932
2022-04-10 21:50:00,Robbery,Carjacking with Bodily Force,37.76183585447031,-122.41935926843615
2022-05-03 15:10:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.78242041771279,-122.4169829963755
2022-04-04 16:02:00,Robbery,"Shoplifting, Force against Agent",37.79057825823802,-122.42068738428432
2022-04-15 19:30:00,Robbery,"Robbery, Att., Street or Public Place, W/ Force",37.75930517345628,-122.40794002618608
2022-07-04 01:10:00,Robbery,Carjacking with a Gun,37.7839325760642,-122.4125952775858
2022-02-15 11:54:00,Robbery,Carjacking with a Knife,37.7852326274979,-122.42121645936334
2022-05-19 12:57:00,Robbery,"Robbery, Att., W/ Force",37.77384711871528,-122.43927679941127
2022-02-14 03:56:00,Vandalism,"Vehicle, Tampering",37.75601365337585,-122.47874437465832
2022-08-19 03:14:00,Vandalism,"Vehicle, Tampering",37.788856510753625,-122.44883578194847
2022-02-04 18:40:00,Robbery,"Robbery, W/ Force",37.77306951516253,-122.38728739685828
2022-06-06 03:00:00,Robbery,"Robbery, W/ Knife",37.72276373001888,-122.43520840231156
2022-03-27 12:23:00,Robbery,"Robbery, W/ Gun",37.78100934470351,-122.4356162661026
2022-03-26 20:00:00,Robbery,"Robbery, W/ Gun",37.77035061756687,-122.42922462065675
2022-05-21 19:11:00,Robbery,"Robbery, Residence, W/ Force",37.78372378203807,-122.41424157409637
2022-04-15 11:00:00,Robbery,"Robbery, W/ Other Weapon",37.77878537156561,-122.41040149389688
2022-05-31 04:00:00,Robbery,"Robbery, Street or Public Place, W/ Knife",37.78258503232177,-122.41569387441228
2022-04-09 01:34:00,Vandalism,"Vehicle, Tampering",37.74769585214517,-122.42704547624606
2022-06-04 15:33:00,Robbery,"Robbery, W/ Other Weapon",37.78574398866823,-122.4058310124795
2022-03-11 18:41:00,Robbery,"Robbery, W/ Gun",37.79036965855657,-122.42232895626928
2022-03-10 20:30:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.78901633734544,-122.41024243940024
2022-04-17 16:12:00,Robbery,"Robbery, Att., Street or Public Place, W/ Knife",37.77283099431839,-122.39137353346597
2022-04-17 23:30:00,Robbery,"Robbery, Street or Public Place, W/ Other Weapon",37.781863337992526,-122.41386560526722
2022-06-04 20:17:00,Vandalism,"Vehicle, Tampering",37.77871942789032,-122.4147412230519
2022-01-13 10:40:00,Robbery,"Robbery, Chain Store, W/ Force",37.78890961112855,-122.41865587356024
2022-06-04 22:00:00,Vandalism,"Vehicle, Tampering",37.735857347701895,-122.41296403714098
2022-02-18 10:05:00,Robbery,"Robbery, W/ Gun",37.76877049785351,-122.427462058806
2022-04-26 14:45:00,Robbery,Carjacking with Bodily Force,37.7751608100771,-122.40363551943442
2022-04-19 19:16:00,Robbery,"Robbery, W/ Force",37.782986046610674,-122.4275843257238
2022-03-23 15:45:00,Robbery,"Robbery, Att., Comm. Establ., W/ Force",37.75543693568604,-122.41874757531652
2022-04-14 09:40:00,Robbery,"Shoplifting, Force against Agent",37.78922561367261,-122.40859504581256
2022-04-10 11:43:00,Robbery,"Shoplifting, Force against Agent",37.79057825823802,-122.42068738428432
2022-03-24 16:25:00,Robbery,"Shoplifting, Force against Agent",37.78549155926893,-122.4078525214146
2022-03-31 23:01:00,Robbery,"Robbery, Att., W/ Knife",37.7144371521275,-122.43277713860482
2022-05-21 16:12:00,Robbery,"Robbery,  ATM, Force, Att.",37.71567255375344,-122.43943847299064
2022-04-11 10:00:00,Robbery,"Robbery, Street or Public Place, W/ Knife",37.804849891077446,-122.44212570221762
2022-03-08 17:55:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.80483514589136,-122.4084270979451
2022-03-02 06:23:00,Robbery,"Robbery, Street or Public Place, W/ Other Weapon",37.7555682772331,-122.41656664194112
2022-07-05 22:25:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.777699658507856,-122.4046055071112
2022-01-13 19:40:00,Robbery,"Robbery, W/ Gun",37.76932091104762,-122.43135662499972
2022-12-28 09:50:00,Robbery,"Robbery, W/ Force",37.74736631166639,-122.40510135842212
2022-04-25 19:56:00,Robbery,"Robbery, W/ Gun",37.80607719828084,-122.43999932477152
2022-02-15 20:50:00,Robbery,"Robbery, W/ Force",37.77708933199535,-122.39498148165924
2022-01-07 15:00:00,Robbery,"Shoplifting, Force against Agent",37.784560141211806,-122.40733704162238
2022-02-27 14:04:00,Robbery,"Robbery, W/ Force",37.78092685442592,-122.41367636179726
2022-08-18 13:47:00,Robbery,"Robbery, Chain Store, W/ Knife",37.753836586731786,-122.4185939462998
2022-04-07 23:22:00,Robbery,Carjacking with a Gun,37.73425961448699,-122.43394718535998
2022-03-04 20:30:00,Robbery,"Robbery, W/ Force",37.74239176061754,-122.40583815976386
2022-03-02 06:00:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.78242041771279,-122.4169829963755
2022-04-26 14:09:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.74237539724614,-122.42196876280964
2022-02-24 10:30:00,Robbery,"Robbery, W/ Force",37.78423573864025,-122.4177067508564
2022-03-25 08:00:00,Robbery,"Robbery, Att., Comm. Establ. With Other Weapon",37.79426362569207,-122.40630498702016
2022-04-07 09:45:00,Robbery,"Shoplifting, Force against Agent",37.7868683661603,-122.42330825256188
2022-05-03 13:05:00,Robbery,Carjacking with a Dangerous Weapon,37.73796120471815,-122.39296508760688
2022-06-27 19:21:00,Robbery,"Robbery, Att., Street or Public Place, W/ Force",37.72623624315635,-122.43362359230944
2022-04-28 09:50:00,Vandalism,"Vehicle, Tampering",37.79305000181304,-122.42287120287322
2022-07-21 20:12:00,Robbery,"Robbery, Att., Street or Public Place, W/ Force",37.74597422469076,-122.39704283791048
2022-03-30 17:53:00,Robbery,"Robbery, W/ Force",37.77702641978903,-122.41261666820428
2022-04-08 18:36:00,Robbery,"Robbery, W/ Force",37.77999173926721,-122.41348740024354
2022-05-18 03:30:00,Robbery,"Robbery, W/ Knife",37.75543693568604,-122.41874757531652
2022-04-17 20:20:00,Robbery,Carjacking with a Gun,37.739121436821975,-122.41713881998882
2022-03-07 20:13:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.73017667638445,-122.3742173348257
2022-03-25 18:10:00,Robbery,"Robbery, W/ Gun",37.76017012800954,-122.44695281831662
2022-02-04 05:30:00,Robbery,"Robbery, W/ Force",37.783609175905454,-122.3898463933948
2022-03-25 18:59:00,Robbery,"Robbery, Att., Comm. Establ., W/ Gun",37.80748251193778,-122.41397500878728
2022-04-08 11:25:00,Robbery,"Robbery, W/ Force",37.77039934904093,-122.46010759360802
2022-02-15 17:00:00,Robbery,"Shoplifting, Force against Agent",37.78640961281089,-122.40803623744476
2022-07-06 18:00:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.784908299430455,-122.40479506275996
2022-03-04 16:00:00,Robbery,"Shoplifting, Force against Agent",37.79762756115917,-122.4086188468051
2022-04-01 01:30:00,Robbery,"Robbery, Street or Public Place, W/ Other Weapon",37.74425940578451,-122.38737260846696
2022-03-04 19:00:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.73314372948054,-122.4043448136048
2022-07-22 05:00:00,Vandalism,"Vehicle, Tampering",37.72762661997884,-122.41890005276088
2022-02-18 16:44:00,Robbery,"Robbery, Bank, W/ Other Weapon",37.79690190460764,-122.40682767877996
2022-04-07 07:40:00,Robbery,"Robbery,  ATM, Other Weapon",37.7839325760642,-122.4125952775858
2022-05-02 04:06:00,Robbery,"Robbery, Att., W/ Knife",37.7602353540718,-122.41920604493744
2022-07-02 07:30:00,Robbery,"Robbery,  ATM, Force.",37.78445272883687,-122.40849315881204
2022-03-02 01:54:00,Robbery,"Robbery, W/ Other Weapon",37.79356508316817,-122.40461342242595
2022-07-02 19:15:00,Robbery,"Robbery, W/ Gun",37.80163320684868,-122.44781957435478
2022-09-27 14:21:00,Robbery,"Robbery, W/ Gun",37.72276373001888,-122.43520840231156
2022-05-29 22:20:00,Robbery,"Robbery, W/ Force",37.78423573864025,-122.4177067508564
2022-04-05 21:58:00,Robbery,Carjacking with Bodily Force,37.77928262880662,-122.45986037452865
2022-05-22 22:20:00,Robbery,Carjacking with a Gun,37.71384364727093,-122.43536086648236
2022-07-07 13:32:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.7695889440193,-122.45021697673306
2022-03-11 02:05:00,Robbery,"Robbery, W/ Force",37.7602353540718,-122.41920604493744
2022-01-05 15:00:00,Vandalism,"Vehicle, Tampering",37.782986046610674,-122.4275843257238
2022-05-10 23:45:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.74677513944848,-122.41912130184564
2022-09-27 00:40:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.74897104640288,-122.40562695301615
2022-02-09 19:00:00,Robbery,"Robbery, W/ Force",37.781863337992526,-122.41386560526722
2022-02-15 18:00:00,Robbery,"Robbery, Chain Store, W/ Other Weapon",37.76560583760297,-122.41048669029504
2022-01-10 02:38:00,Vandalism,"Vehicle, Tampering",37.72988931261021,-122.43467673835828
2022-04-08 04:00:00,Robbery,"Robbery, W/ Force",37.77894276043708,-122.40616285916312
2022-05-12 07:00:00,Robbery,"Robbery, Chain Store, W/ Force",37.78776549469647,-122.40504139998345
2022-04-14 16:18:00,Robbery,Carjacking with Bodily Force,37.727785412885126,-122.37999185875675
2022-05-17 19:40:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.78351564008561,-122.41588253952084
2022-07-05 01:02:00,Robbery,"Robbery, Att., W/ Force",37.78258503232177,-122.41569387441228
2022-04-05 01:30:00,Vandalism,"Vehicle, Tampering",37.7468814613445,-122.4116098208265
2022-02-14 07:55:00,Robbery,"Shoplifting, Force against Agent",37.76877049785351,-122.427462058806
2022-03-11 02:13:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.79749315109978,-122.40968904510736
2022-02-23 08:00:00,Vandalism,"Vehicle, Tampering",37.80417781251191,-122.4174839072013
2022-08-21 08:55:00,Robbery,"Robbery, Street or Public Place, W/ Other Weapon",37.77403085060099,-122.39557666155538
2022-05-18 16:15:00,Robbery,"Robbery,  ATM, Force.",37.78526509745515,-122.40523571340724
2022-12-27 23:30:00,Vandalism,"Vehicle, Tampering",37.77357345477833,-122.39943313209076
2022-04-14 03:24:00,Vandalism,"Vehicle, Tampering",37.77031275155392,-122.45205522168708
2022-03-08 17:21:00,Robbery,"Robbery, Att., W/ Force",37.80403345433174,-122.43352470639958
2022-03-04 16:41:00,Robbery,"Shoplifting, Force against Agent",37.76560583760297,-122.41048669029504
2022-04-25 18:25:00,Robbery,"Robbery, W/ Other Weapon",37.77749384266056,-122.41629170279316
2022-03-27 13:00:00,Robbery,"Robbery, W/ Force",37.76827365252839,-122.4199815132408
2022-10-23 23:59:00,Robbery,"Robbery, Comml. Establ., W/ Force",37.74312266332609,-122.42148545138262
2022-05-28 16:33:00,Robbery,"Robbery, W/ Force",37.76403273428497,-122.50940219269224
2022-03-23 16:07:00,Robbery,"Robbery, W/ Knife",37.78092685442592,-122.41367636179726
2022-02-11 07:00:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.77589418600357,-122.41949151331482
2022-05-13 12:00:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.7751608100771,-122.40363551943442
2022-02-05 10:05:00,Robbery,"Robbery, Bank, W/ Other Weapon",37.723909402391904,-122.43538508691312
2022-06-03 10:10:00,Robbery,"Robbery, Att., Street or Public Place, W/ Force",37.74597422469076,-122.39704283791048
2022-08-18 12:21:00,Robbery,"Shoplifting, Force against Agent",37.72453317055797,-122.45921280471808
2022-05-14 04:39:00,Robbery,"Robbery,  ATM, Knife",37.78057621700624,-122.42025546027398
2021-11-22 17:44:00,Robbery,"Robbery, Comml. Establ., W/ Gun",37.78400661242004,-122.40486479517745
2022-02-11 18:40:00,Robbery,"Robbery, Att., W/ Force",37.752684887265225,-122.41096266273816
2022-07-05 09:30:00,Robbery,"Robbery, Att., W/ Force",37.71905643663192,-122.48142396348878
2022-04-29 09:20:00,Robbery,"Robbery, Residence, W/ Gun",37.72303615829774,-122.398348115686
2022-04-08 22:17:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.73460044964926,-122.43185827872828
2022-11-13 21:30:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.7981184444975,-122.40467993579156
2022-04-19 00:00:00,Robbery,"Robbery, W/ Force",37.77603932032225,-122.40252409795596
2022-01-01 04:30:00,Robbery,Carjacking with a Gun,37.75863256660654,-122.41905260777229
2022-04-23 21:28:00,Robbery,"Robbery, Att., Street or Public Place, W/ Force",37.73401774975816,-122.40651538482668
2022-03-06 13:37:00,Robbery,"Robbery, W/ Other Weapon",37.722657955936725,-122.39260969783656
2022-05-18 11:35:00,Robbery,"Robbery, W/ Force",37.77622135530407,-122.41160611386444
2022-03-02 18:47:00,Robbery,"Robbery, W/ Knife",37.78610103879033,-122.41808809883916
2022-05-14 19:20:00,Robbery,Carjacking with a Gun,37.78331088878137,-122.41752877437465
2022-04-17 23:30:00,Robbery,"Robbery, W/ Gun",37.74816568813204,-122.41822117169174
2022-04-14 04:45:00,Robbery,"Robbery, Att., W/ Other Weapon",37.78423573864025,-122.4177067508564
2022-05-31 15:44:00,Vandalism,"Vehicle, Tampering",37.785433035069246,-122.41963899044026
2022-09-28 15:04:00,Robbery,"Robbery, Att., Chain Store, W/ Force",37.7848662445387,-122.41278212939852
2020-03-12 16:11:00,Robbery,"Robbery, Chain Store, W/ Force",37.76450936073813,-122.4525693550501
2022-02-20 00:00:00,Robbery,"Robbery, Att., W/ Gun",37.75716664165998,-122.41671959504018
2022-05-16 16:30:00,Robbery,"Robbery, Chain Store, W/ Force",37.78823029552724,-122.40513139342886
2022-03-27 07:04:00,Robbery,"Robbery, W/ Force",37.74668525197853,-122.47809442650198
2022-08-22 10:25:00,Robbery,"Robbery, Chain Store, W/ Force",37.74312266332609,-122.42148545138262
2022-04-19 17:48:00,Robbery,"Robbery, W/ Force",37.77603932032225,-122.40252409795596
2022-04-08 07:10:00,Vandalism,"Vehicle, Tampering",37.74486944017707,-122.4768956029359
2022-04-08 13:30:00,Robbery,"Shoplifting, Force against Agent",37.80516964874004,-122.41722619458592
2022-07-05 13:53:00,Vandalism,"Vehicle, Tampering",37.7133620895825,-122.44395162934734
2022-02-19 22:20:00,Robbery,"Robbery, W/ Force",37.78775665157557,-122.42011607573366
2022-05-23 22:30:00,Robbery,"Robbery, Att., Street or Public Place, W/ Gun",37.75583251034902,-122.41219789356204
2022-05-20 09:25:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.78023904761363,-122.45387663108788
2022-01-12 14:45:00,Robbery,"Robbery, Att., W/ Force",37.78131458534108,-122.45773304499777
2022-02-24 19:25:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.77758676678615,-122.44002692307818
2022-04-02 21:13:00,Robbery,"Robbery, W/ Gun",37.78589290013101,-122.41973873477666
2022-03-07 03:00:00,Robbery,"Robbery, W/ Gun",37.78331088878137,-122.41752877437465
2022-05-17 12:11:00,Robbery,Carjacking with Bodily Force,37.781398133437946,-122.40924544400872
2022-03-29 22:30:00,Robbery,"Robbery,  ATM, Gun, Att.",37.72098152932753,-122.39627284325992
2022-03-06 16:39:00,Robbery,"Robbery, W/ Gun",37.78279444506034,-122.41405376568504
2022-02-21 13:00:00,Robbery,"Robbery, W/ Force",37.78310139923345,-122.41918170505188
2022-03-21 20:30:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.709673492716725,-122.46061290111784
2022-11-13 00:03:00,Robbery,"Robbery, W/ Knife",37.72334322200815,-122.41493593559332
2022-05-31 08:30:00,Robbery,"Robbery, Att., Street or Public Place, W/ Force",37.7763329755656,-122.39403506751226
2022-06-05 00:00:00,Robbery,"Robbery, W/ Force",37.78047584941034,-122.47616919036903
2022-05-22 13:23:00,Robbery,Carjacking with a Gun,37.774583377697375,-122.4811128644614
2022-02-27 23:42:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.79786461185716,-122.40666793238798
2022-02-16 16:39:00,Robbery,"Robbery, W/ Force",37.79196536826223,-122.42434051792851
2022-04-26 17:08:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.733373030798255,-122.3820300354796
2022-11-13 11:45:00,Robbery,"Shoplifting, Force against Agent",37.78549155926893,-122.4078525214146
2022-01-07 14:30:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.80549664761133,-122.4220068226566
2022-05-17 19:10:00,Robbery,"Robbery, Chain Store, W/ Force",37.75367419233453,-122.4893237116642
2022-05-27 15:00:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.7814979983372,-122.3998022036662
2022-07-05 11:50:00,Robbery,"Robbery, W/ Force",37.789264321511176,-122.4013754923669
2022-04-27 16:20:00,Robbery,"Shoplifting, Force against Agent",37.794940685499824,-122.40807910223748
2022-02-15 02:57:00,Robbery,"Robbery, W/ Force",37.781680265811794,-122.4067111664031
2022-01-03 12:40:00,Robbery,"Robbery, Comml. Establ., W/ Force",37.78047584941034,-122.47616919036903
2022-04-18 14:37:00,Robbery,"Robbery, Att., W/ Gun",37.7302919276981,-122.39986697573217
2022-04-20 22:05:00,Robbery,"Robbery, W/ Gun",37.716958530279314,-122.43964030596057
2022-05-27 08:42:00,Robbery,"Robbery, Att., W/ Force",37.722626214091335,-122.3966262021733
2022-07-01 17:40:00,Robbery,"Robbery, Att., W/ Gun",37.71021713535168,-122.4395748408267
2021-12-29 21:00:00,Robbery,"Robbery, W/ Force",37.78331088878137,-122.41752877437465
2022-05-19 01:25:00,Robbery,"Robbery, Att., Street or Public Place, W/ Other Weapon",37.77850510385514,-122.40561526782412
2022-05-18 16:54:00,Robbery,"Robbery, W/ Force",37.743608582140304,-122.43768292630256
2022-03-31 23:40:00,Robbery,"Robbery, W/ Gun",37.76667360056878,-122.41982523539404
2022-05-17 08:52:00,Robbery,"Shoplifting, Force against Agent",37.76560583760297,-122.41048669029504
2022-08-18 04:05:00,Vandalism,"Vehicle, Tampering",37.749436230296126,-122.41159284546364
2022-01-25 17:00:00,Robbery,"Robbery, W/ Force",37.780470340397024,-122.4169476062052
2021-12-07 15:30:00,Robbery,"Robbery, W/ Force",37.78000586799482,-122.41193341005338
2022-04-07 23:22:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.73425961448699,-122.43394718535998
2022-04-10 15:20:00,Robbery,"Robbery, W/ Force",37.73497690238017,-122.38313398537927
2022-04-12 13:10:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.71589586796954,-122.47444642932042
2022-02-24 10:30:00,Robbery,"Robbery, W/ Force",37.78423573864025,-122.4177067508564
2022-02-26 11:00:00,Robbery,Carjacking with a Gun,37.78689867924955,-122.38877943718776
2022-05-31 14:50:00,Robbery,"Robbery, Att., Street or Public Place, W/ Gun",37.71776171883061,-122.4291713622255
2022-04-16 21:15:00,Robbery,Carjacking with a Gun,37.80435912227808,-122.43704556734586
2022-08-20 20:36:00,Robbery,"Shoplifting, Force against Agent",37.75367419233453,-122.4893237116642
2022-02-16 23:00:00,Robbery,"Robbery, W/ Force",37.78414101130419,-122.41095161908784
2022-05-17 12:11:00,Robbery,Carjacking with Bodily Force,37.781398133437946,-122.40924544400872
2022-04-26 10:13:00,Robbery,"Robbery, Chain Store, W/ Force",37.78445272883687,-122.40849315881204
2022-02-16 15:33:00,Vandalism,"Vehicle, Tampering",37.77944033373502,-122.40443125222772
2022-02-14 18:55:00,Robbery,"Robbery, W/ Force",37.71276659511688,-122.4319272370139
2022-05-21 16:12:00,Robbery,Carjacking with Bodily Force,37.71567255375344,-122.43943847299064
2022-04-14 15:10:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.792005700560594,-122.39164579873244
2022-08-23 14:15:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.80675808244208,-122.4121414255319
2022-04-10 23:10:00,Robbery,Carjacking with a Gun,37.77871942789032,-122.4147412230519
2022-04-15 11:55:00,Robbery,"Robbery, W/ Force",37.78351564008561,-122.41588253952084
2022-05-21 15:48:00,Robbery,"Robbery, Att., Street or Public Place, W/ Force",37.72951815961088,-122.40657785563906
2022-04-26 16:58:00,Robbery,"Robbery, Att., Comm. Establ. With Other Weapon",37.75262858904426,-122.41189982277923
2022-11-13 01:00:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.75550249751555,-122.417658993747
2022-04-21 00:20:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.79297077116652,-122.40936128660807
2022-06-11 12:25:00,Robbery,"Robbery, Chain Store, W/ Other Weapon",37.77532094545078,-122.46494209192046
2022-05-31 18:15:00,Robbery,"Robbery, W/ Force",37.77871942789032,-122.4147412230519
2022-06-08 13:45:00,Robbery,"Robbery, W/ Force",37.758544720385714,-122.42050683395422
2022-09-30 00:10:00,Robbery,"Robbery, W/ Force",37.76267070626061,-122.4351879633321
2022-02-16 20:03:00,Robbery,"Robbery, W/ Gun",37.716958530279314,-122.43964030596057
2022-04-04 20:00:00,Robbery,"Robbery, W/ Gun",37.76017012800954,-122.44695281831662
2022-05-23 13:41:00,Robbery,"Shoplifting, Force against Agent",37.78196076502422,-122.420638250988
2022-08-22 23:40:00,Vandalism,"Vehicle, Tampering",37.74425940578451,-122.38737260846696
2022-11-14 13:30:00,Robbery,Carjacking with a Gun,37.7329632485297,-122.40590942251694
2022-07-08 12:40:00,Robbery,"Robbery, W/ Force",37.80707251301197,-122.41726063240938
2022-02-22 10:03:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.73985319897475,-122.39126842523832
2022-07-14 15:31:00,Robbery,"Robbery, Att., W/ Force",37.77999173926721,-122.41348740024354
2022-08-21 15:42:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.77749384266056,-122.41629170279316
2022-03-11 21:55:00,Robbery,"Robbery, W/ Other Weapon",37.79025206170721,-122.43073682415648
2022-06-18 15:33:00,Robbery,"Robbery, Chain Store, W/ Other Weapon",37.760101292412216,-122.42142521378148
2022-05-02 15:15:00,Robbery,"Robbery, Street or Public Place, W/ Force",37.78574398866823,-122.4058310124795
2022-05-18 21:36:00,Robbery,"Robbery, Att., W/ Force",37.77347441909959,-122.41803023409048
2022-03-09 01:20:00,Robbery,"Robbery, Street or Public Place, W/ Gun",37.76505133632968,-122.41966897380142
2022-05-27 10:15:00,Robbery,"Robbery, W/ Force",37.78310139923345,-122.41918170505188
2022-07-09 23:30:00,Robbery,"Robbery, Chain Store, W/ Other Weapon",37.743608582140304,-122.43768292630256
